cod;sociedad;sociedad sap;cta_cont_int;nombre_cta;apert_contrato;reportable;cod_product;cod_tip_creditos;tip_posicion;item_matriz;debito;credito;ind_moneda;tip_cta
1315;BCO;4101;1131500005;DIV.X.COB INTERESES L/CRED FINES GRALES AMORT DIRECTA;N;S;310;1305;N;1302170;1302170;1302170;CHR;A
1315;BCO;4101;1131500006;DIV.X.COB COMISION  L/CRED FINES GRALES AMORT DIRECTA;N;S;310;1305;N;1302170;1302170;1302170;CHR;A
1401;BCO;4101;1140167070;210-0670070 CRÉD. CONS RENEG VENCIDO;S;S;210;1210;N;1305100;1305100;1305100;CHN;A
1411;BCO;4101;1141130010;140-0630010 CRED.CONSUMO VENC. 6.19;S;S;220;1210;N;1305100;1305100;1305100;CHN;A
1411;BCO;4101;1141130040;220-0630040 CRED.CONSUMO VENC. 21.35;S;S;220;1210;N;1305100;1305100;1305100;CHN;A
1411;BCO;4101;1141131010;140-0631010 CAPITAL CREDITOCONSUMO CART VENCIDA 3101;S;S;220;1210;N;1305100;1305100;1305100;CHN;A
1411;BCO;4101;1141131020;140-0631020 CAPITAL CREDITOCONSUMO CART VENCIDA;S;S;220;1210;N;1305100;1305100;1305100;CHN;A
1411;BCO;4101;1141131030;220-0631030 CRED.CONSUMO VENC. 21.36;S;S;220;1210;N;1305100;1305100;1305100;CHN;A
1411;BCO;4101;1141131040;220-0631040 CRED.CONSUMO VENC. 21.84;S;S;220;1210;N;1305100;1305100;1305100;CHN;A
1411;BCO;4101;1141139010;140-0639010 CAPITAL CREDITO DE CONSUMO AUTOMOTRIZ VENCIDO;S;S;220;1210;N;1305100;1305100;1305100;CHN;A
1411;BCO;4101;1141150081;220-0670010 CRED.CONUMO VENC.RENEG.21.84;S;S;220;1210;N;1305100;1305100;1305100;CHN;A
1411;BCO;4101;1141164110;CRED CONSUMO VENCIDO PREGRADO UF (FIN CORFO);N;S;220;1210;N;1302602;1302602;1302602;CHR;A
1411;BCO;4101;1141164121;CRED CONSUMO VENCIDO PREGRADO UF (FIN BANCO);N;S;220;1210;N;1302604;1302604;1302604;CHR;A
1411;BCO;4101;1141167110;140-0671010 CAPITAL CREDITO DE CONSUMO RETENCION VENCIDO;S;S;140;1210;N;1305100;1305100;1305100;CHN;A
1411;BCO;4101;1141167120;220-0671020 CRED.CONSUMO VENC. RET. LARGO;S;S;220;1210;N;1305100;1305100;1305100;CHN;A
1411;BCO;4101;1141170020;220-0670020 CRED.CONSUMO VENCIDO 6.21 RENEG;S;S;220;1210;N;1305100;1305100;1305100;CHN;A
1412;BCO;4101;1141200630;140-0630030 CRED CONS VENC CC 6.19;S;S;140;1115;N;1305100;1305100;1305100;CHN;A
1416;BCO;4101;1141600003;320 DIVIDENDOS HIPOTECARIOS LCHR VENCIDOS;N;S;320;1246;N;1304101;1304101;1304101;CHR;A
1416;BCO;4101;1141600017;270 MUTUO HIPOTEC NO ENDOSABLE VIVIENDA VENCIDO;N;S;270;1246;N;1304901;1304901;1304901;CHR;A
1701;BCO;4101;1170110007;CDPLPE COMPRA DEPOSITO PLAZO NO REAJ;S;S;440;1725;N;1150201;1150201;1150201;CHN;A
1701;BCO;4101;1170110011;FFMMPE CUOTAS DE FONDOS MUTUOS;S;S;460;1735;N;1150402;1150402;1150402;CHN;A
1701;BCO;4101;1170110054;BOTEUF BONOS DE TESORERIA REAJ UF;S;S;430;1725;N;1150102;1150102;1150102;CHR;A
1701;BCO;4101;1170115007;CDPLPE AJUSTE VALOR RAZONABLE;S;S;440;1725;S;1150201;1150201;1150201;CHN;A
1701;BCO;4101;1170115054;BOTEUF AJUSTE VALOR RAZONABLE;S;S;430;1725;S;1150102;1150102;1150102;CHR;A
1701;BCO;4101;1170120054;BOTEUF REAJUSTES X COBRAR;S;S;430;1725;N;1150102;1150102;1150102;CHR;A
1701;BCO;4101;1170130007;CDPLPE INTS X COBRAR;S;S;440;1725;N;1150201;1150201;1150201;CHN;A
1701;BCO;4101;1170130011;FFMMPE INTS X COBRAR;S;S;460;1735;N;1150402;1150402;1150402;CHN;A
1701;BCO;4101;1170130054;BOTEUF INTS X COBRAR;S;S;430;1725;N;1150102;1150102;1150102;CHR;A
1702;BCO;4101;1170210001;PDBCPE PAGARES DESCONTABLE BANCO CENTRAL;S;S;410;1735;N;1350101;1350101;1350101;CHN;A
1702;BCO;4101;1170210002;BOCEPE BONOS DEL BANCO CENTRAL  NO REAJ;S;S;410;1725;N;1350101;1350101;1350101;CHN;A
1702;BCO;4101;1170210003;BOTEPE BONOS DE TESORERIA NO REAJ;S;S;430;1735;N;1350102;1350102;1350102;CHN;A
1702;BCO;4101;1170210051;BOCEUF BONOS DEL BANCO CENTRAL REAJ UF;S;S;410;1725;N;1350101;1350101;1350101;CHR;A
1702;BCO;4101;1170210054;BOTEUF BONOS DE TESORERIA REAJ UF;S;S;430;1735;N;1350102;1350102;1350102;CHR;A
1702;BCO;4101;1170215001;PDBCPE AJUSTE VALOR RAZONABLE;S;S;410;1735;S;1350101;1350101;1350101;CHN;A
1702;BCO;4101;1170215002;BOCEPE AJUSTE VALOR RAZONABLE;S;S;410;1725;S;1350101;1350101;1350101;CHN;A
1702;BCO;4101;1170215003;BOTEPE AJUSTE VALOR RAZONABLE;S;S;430;1735;S;1350102;1350102;1350102;CHN;A
1702;BCO;4101;1170215051;BOCEUF AJUSTE VALOR RAZONABLE;S;S;410;1725;S;1350101;1350101;1350101;CHR;A
1702;BCO;4101;1170215054;BOTEUF AJUSTE VALOR RAZONABLE;S;S;430;1735;S;1350102;1350102;1350102;CHR;A
1702;BCO;4101;1170220051;BOCEUF REAJ X COBRAR;S;S;410;1725;N;1350101;1350101;1350101;CHR;A
1702;BCO;4101;1170220054;BOTEUF REAJ X COBRAR;S;S;430;1735;N;1350102;1350102;1350102;CHR;A
1702;BCO;4101;1170230001;PDBCPE INTS X COBRAR;S;S;410;1735;N;1350101;1350101;1350101;CHN;A
1702;BCO;4101;1170230002;BOCEPE INTS X COBRAR;S;S;410;1725;N;1350101;1350101;1350101;CHN;A
1702;BCO;4101;1170230003;BOTEPE INTS X COBRAR;S;S;430;1735;N;1350102;1350102;1350102;CHN;A
1702;BCO;4101;1170230051;BOCEUF INTS X COBRAR;S;S;410;1725;N;1350101;1350101;1350101;CHR;A
1702;BCO;4101;1170230054;BOTEUF INTS X COBRAR;S;S;430;1735;N;1350102;1350102;1350102;CHR;A
2105;BCO;4101;1210500001;OP PAGOS PAC ADMINISTRACION;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2105;BCO;4101;1210500006;INTERSUCURSALES AUTOMATICA;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2105;BCO;4101;1210550004;CUENTA PUENTE ATM;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2105;BCO;4101;1210550005;CUENTA PUENTE TRANSBANK;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2105;BCO;4101;1210550008;OP PAGO ELECTRONICO DE CUENTAS;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2110;BCO;4101;1211000000;OP FALTANTE DE CAJA;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2110;BCO;4101;1211000001;CHEQUES DEVUELTOS;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2110;BCO;4101;1211000002;ANTICIPO EXTRAORDINARIO AL PERSONAL;N;S;0;0;N;1800911;1800911;1800911;CHN;A
2110;BCO;4101;1211000003;EMBARGOS JUDICIALES;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2110;BCO;4101;1211000005;FONDOS A RENDIR CUENTA;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2110;BCO;4101;1211000007;ANTICIPO PROVEEDORES;N;S;0;0;N;1800911;1800911;1800911;CHN;A
2110;BCO;4101;1211000008;OP DEUDORA PROCESOS CENTRALES;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2110;BCO;4101;1211000010;OP DEUDORA SUCURSALES Y PASIVOS;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2110;BCO;4101;1211000018;OP.PENDIENTE RECH. COMP ADMINISTRACION;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2110;BCO;4101;1211000019;OP PAGOS HIPOTECARIO;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2110;BCO;4101;1211000023;DIFERENCIA DEUDORA DE CANJE;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2110;BCO;4101;1211000029;OP CUENTAS CORRIENTES;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2110;BCO;4101;1211000031;ANTICIPO POR SOBREGIRO SUELDO;N;S;0;0;N;1800911;1800911;1800911;CHN;A
2110;BCO;4101;1211000033;OP ATENCION CLIENTES;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2110;BCO;4101;1211000048;OP CANJE NO ENVIADO;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2110;BCO;4101;1211000058;OTROS DEBITOS CONTABILIDAD;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2110;BCO;4101;1211000062;OP DEUDORA BACK OFFICE;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2110;BCO;4101;1211000065;DIFERENCIAS FALTANTES CAJEROS EXTERNOS;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2110;USD;4104;1211000069;OP PDTE USD CONCILIA;N;S;0;0;N;1800990;1800990;2800090;EXT;A
2110;BCO;4101;1211000070;OP PDTE PESOS CONCILIACIONES;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2110;BCO;4101;1211000071;ANTICIPO FINIQUITOS;N;S;0;0;N;1800911;1800911;1800911;CHN;A
2110;BCO;4101;1211000075;OP DEUDORA CUENTA VISTA;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2110;BCO;4101;1211000076;OP DEUDORA CHEQUES;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2110;BCO;4101;1211000077;ANTICIPO HABILITACIÓN EDIFICIO CENTRAL;N;S;0;0;N;1800911;1800911;1800911;CHN;A
2110;BCO;4101;1211000080;CUENTA PUENTE REMUNERACIONES C;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2110;BCO;4101;1211000081;OP PAGO TXS INTERNACIONAL TIPO CAMBIO;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2110;BCO;4101;1211010001;OP DEUDORA ML REALAIS;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2110;USD;4104;1211010002;OP DEUD MX REAL AIS;N;S;0;0;N;1800990;1800990;2800090;EXT;A
2110;BCO;4101;1211050001;CTA PTE DEUD TEF ONL;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2110;BCO;4101;1211050004;OP DEUD FRAUDE EXTERNO;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2115;BCO;4101;1211500000;CAJA CHICA;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2115;BCO;4101;1211500003;GARANTIA ARRIENDO SUCURSALES;N;S;0;0;N;1800901;1800901;1800901;CHN;A
2115;BCO;4101;1211500006;PPM EJERCICIO ANTERIOR;N;S;0;0;N;1700000;1700000;1700000;CHN;A
2115;BCO;4101;1211500009;IMPUESTOS DIFERIDOS POR COBRAR ACTIVOS;N;S;0;0;N;1750000;1750000;1750000;CHN;A
2115;BCO;4101;1211500010;COM X COBRAR BANCHIL;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2115;BCO;4101;1211500011;SENCE;N;S;0;0;N;1700000;1700000;1700000;CHN;A
2115;BCO;4101;1211500012;PATENTE MUNICIPAL;N;S;0;0;N;1800911;1800911;1800911;CHN;A
2115;BCO;4101;1211500026;CTA POR COBRAR DIF CUOTAS;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2115;BCO;4101;1211500031;RECAUDACION RECSA;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2115;BCO;4101;1211500042;IVA CREDITO FISCAL 2007;N;S;0;0;N;1800909;1800909;1800909;CHN;A
2115;BCO;4101;1211500044;IMPUESTOS POR RECUPERAR;N;S;0;0;N;1700000;1700000;1700000;CHN;A
2115;USD;4104;1211500045;DIV PDTES TRANSFEREN;N;S;0;0;N;1130209;1130209;1130209;EXT;A
2115;BCO;4101;1211500049;CUENTAS POR COBRAR C;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2115;BCO;4101;1211500050;CTAS X COBRAR RRHH PERD DE CAJA;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2115;BCO;4101;1211500054;COMISIONES X COBRAR A SRO. FAMILIA PROTEGIDA;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2115;BCO;4101;1211500055;COMISIONES X COBRAR A SRO. DESGRAVAMEN;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2115;BCO;4101;1211500058;COMISIONES X COBRAR A SRO. CESANTIA;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2115;BCO;4101;1211500077;COMIS X COBRAR SEG CESANTIA HIPOTECARIO;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2115;BCO;4101;1211500079;COMIS X COBRAR SEG INCENDIO HIPOTECARIO;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2115;BCO;4101;1211500080;COMISION X COBRAR BIEN SEGURO;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2115;BCO;4101;1211500086;CTA X COBRAR CRED. SUBSIDIO MINVU DS-51;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2115;BCO;4101;1211500087;COMISION X COBRAR CAMINANDO PROTEGIDO;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2115;BCO;4101;1211500088;PRESTAMOS AL PERSONAL S/I;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2115;BCO;4101;1211500091;COMISIONES POR COBRAR SERV. OPERATIVOS EXTERNOS;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2115;BCO;4101;1211500099;CUENTAS POR COBRAR VARIAS;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2115;BCO;4101;1211500103;CTAS X COBRAR SINIESTROS SUCURSALES;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2115;BCO;4101;1211500105;CTA X COBRAR CRED. SUBSIDIO MINVU DS-12;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2115;BCO;4101;1211500106;COMISIONES POR COBRAR SEGURO AUTOPROTEGIDO;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2115;BCO;4101;1211500107;CUENTAS POR COBRAR EERR (OPERACIONAL);N;S;0;0;N;1800990;1800990;2800090;CHN;A
2115;BCO;4101;1211500109;COMISIONES X COBRAR SEGURO VIDA PROTECCION INTEGRAL;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2115;BCO;4101;1211500110;COMISIONES X COBRAR SEGURO VIDA PROTEGIDA;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2115;BCO;4101;1211500111;CUENTAS POR COBRAR FILIALES;N;S;0;0;N;1800990;1800990;2800090;CHN;A
